algorithm,K,M,T,delta,n,trial,seed,time,cumulative_regret,phase,attempt,attempts_used
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,678930,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,682274,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,685619,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,688963,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,692308,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,695652,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,698997,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,702341,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,705686,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,709030,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,712375,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,715719,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,719064,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,722408,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,725753,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,729097,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,732441,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,735786,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,739130,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,742475,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,745819,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,749164,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,752508,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,755853,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,759197,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,762542,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,765886,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,769231,1143054.7600019346,distributed_exploration_phase9,0,1
huang2022,20,8,1000000,7.238241365054197e-08,1,0,20260510,772575,1143054.7600019346,distributed_exploration_phase9,0,1
